station_id,longitude,latitude,elevation_m,x_km,y_km,z_km
NC.01,130.58680675745336,30.521213795535385,890.8786980927811,8.331547269873086,2.354988861744551,-0.8908786980927811
NC.02,130.52566239154206,30.190906699025764,390.58827543134413,2.4713336029575763,-34.26535670343307,-0.3905882754313441
NC.03,130.93335328727716,30.04481800501749,580.5599818745411,41.79454988510292,-50.380718243355815,-0.580559981874541
NC.04,130.52699591879698,30.327237879256284,836.2285750521512,2.5961534008328844,-19.15201727534115,-0.8362285750521512
NC.05,130.46520150538123,30.040906136027694,362.6493264184424,-3.3562530510554187,-50.8935329806951,-0.3626493264184424
NC.06,130.72010255949033,30.10220460648876,573.6192424686392,21.215342641797406,-44.07823282925709,-0.5736192424686392
NC.07,130.2953665047548,30.664468478726928,276.59744617496665,-19.611509102392443,18.251186524672217,-0.2765974461749666
NC.08,130.8808974908158,30.98343571111984,234.01680577405503,36.38429413748321,53.658256956968266,-0.23401680577405504
NC.09,130.1319437325395,30.380949379286108,88.29101913227844,-35.37602688798316,-13.140377430844547,-0.08829101913227844
NC.10,130.4636097443249,30.313504914507728,713.6359224862078,-3.5000808883346326,-20.674175123801927,-0.7136359224862079
NC.11,130.09055116421777,30.20592490948671,581.9123423876457,-39.424673860720716,-32.52958401010384,-0.5819123423876457
NC.12,130.12114752051812,30.311447500705054,204.52981732035946,-36.43951385239518,-20.841844374074014,-0.20452981732035946
NC.13,130.01857199958994,30.386690162908955,72.18072370140682,-46.27016002155772,-12.463030055051501,-0.07218072370140682
NC.14,130.38737406225357,30.914246585943793,771.9163558447773,-10.766011205436923,45.930821099068694,-0.7719163558447772
NC.15,130.87555499955963,30.377383259432754,264.56814036193066,36.098087645573564,-13.53334519603342,-0.26456814036193066
NC.16,130.86469309203116,30.901877324530414,732.2381512179701,34.8658100560258,44.61069956765942,-0.7322381512179701
NC.17,130.58758493620886,30.10319684650083,809.432755941462,8.442088550707313,-43.985542023975185,-0.809432755941462
NC.18,130.85852446098468,30.223840802720527,375.416923704514,34.51502023011836,-30.560087567192767,-0.37541692370451396
NC.19,130.9208844241267,30.676707059039547,706.4611415680902,40.33136097850815,19.66556775630054,-0.7064611415680901
NC.20,130.8789769419377,30.69598769081003,417.2841155525642,36.30836272282669,21.78884435225637,-0.41728411555256417
NC.21,130.19684632508765,30.436496801963532,585.2972661342976,-29.121339685391774,-7.000924299091045,-0.5852972661342977
NC.22,130.46441307865646,30.56330340726401,824.7874340282866,-3.414092961255176,7.018446900771908,-0.8247874340282866
NC.23,130.80386685901374,30.579591666538438,541.885712909996,29.147143352778016,8.862934365720772,-0.541885712909996
NC.24,130.07168030788122,30.776189336209185,932.6836381641803,-41.001861988899066,30.69741322326071,-0.9326836381641802
NC.25,130.79536599286325,30.840891645307813,794.5069351989492,28.255701434129264,37.8298118714115,-0.7945069351989492
NC.26,130.44593086584092,30.64044394743618,47.02335144463221,-5.183113901911638,15.571163666816311,-0.04702335144463221
NC.27,130.7073769573137,30.638757838040814,993.0477805612038,19.879682948446842,15.401288872368516,-0.9930477805612038
NC.28,130.1171560258915,30.154641297418255,97.1076614714762,-36.882150928250546,-38.22366335037901,-0.0971076614714762
NC.29,130.62098896839794,30.058760165266925,673.2209755396385,11.667065185104024,-48.90862739986621,-0.6732209755396386
NC.30,130.6211826338965,30.29543035741658,333.2600250411273,11.657711443341112,-22.672207242819148,-0.3332600250411273
